,online_store,brand,category,product_description,review_rating,review_title,review_text,review_type,parent_review,verified_purchase,helpful_review_count,review_delt,title_review_comments
98,1,16,2,Lynx Africa Body Spray Deodorant Aerosol 200ml,5,Good price,Great gift,0,0,0,0,30,Good price Great gift
99,6,14,0,Hellmann's  Real Squeezy mayonnaise 750ml,5,classic and the best,This is a classic and you know when its Hellmans Mayo. Cap stays so much cleaner than the jar. Tastes great with EVERYTHING!,0,1,1,0,30,classic and the best This is a classic and you know when its Hellmans Mayo. Cap stays so much cleaner than the jar. Tastes great with EVERYTHING!
100,0,25,2,Simple Kind to Skin Exfoliating Facial Wipes 25 Wipes,5,Cool,Cool,0,0,0,0,30,Cool Cool
101,0,8,1,Comfort Intense Fresh Sky Fabric Conditioner 38 Wash 570ml,5,Good seller,Great product!,0,0,0,0,30,Good seller Great product!
102,0,34,2,Vaseline Intensive Care Cocoa Radiant Body Gel Oil 200ml,5,Cocoa Butter Skin,Absolutely great moistures for dry skin. Can complain. Its smells great of the skin if you like that coca butter smell.,0,1,0,0,30,Cocoa Butter Skin Absolutely great moistures for dry skin. Can complain. Its smells great of the skin if you like that coca butter smell.
103,0,22,1,Persil & Comfort  New Baby Essential Laundry Kit (3 Items),5,Persil combo buy,Great package buy,0,1,0,0,30,Persil combo buy Great package buy
104,0,16,2,Lynx Africa Body Spray Deodorant Aerosol 200ml,5,Good price,Great gift,0,1,0,0,30,Good price Great gift
105,0,16,2,Lynx Africa Body Spray Deodorant Aerosol 200ml,5,Lynx effect? Definitely depends on the person,Love this on my OH. It smells so good on him but I hated it for years and still do on everyone else,0,0,0,0,30,Lynx effect? Definitely depends on the person Love this on my OH. It smells so good on him but I hated it for years and still do on everyone else
106,0,12,2,Dove Men+Care  Invisible Dry Aerosol Anti-perspirant Deodorant 250ml,5,Invisible and smell lovely,Works well and truly invisible,0,1,0,0,30,Invisible and smell lovely Works well and truly invisible
107,0,12,2,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,1,Angry and useless product,"Not even worth one star. Bring out a lot of white stuff, had high expectations but this product is a total failure and waste.",0,1,0,0,30,"Angry and useless product Not even worth one star. Bring out a lot of white stuff, had high expectations but this product is a total failure and waste."
108,1,12,2,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,3,Well priced,Nice and cost effective,0,0,0,0,30,Well priced Nice and cost effective
109,1,31,2,Tresemme  Heat Defence Spray 300ml,5,Great,Great,0,0,0,0,30,Great Great
110,1,10,1,Domestos  15 Minute Sink & Pipe Unblocker 500ml,5,Great,Does exactly what it says my kitchen sink is always getting blocked and since I have put this down it has not been blocked for the last 2 months,0,1,0,0,30,Great Does exactly what it says my kitchen sink is always getting blocked and since I have put this down it has not been blocked for the last 2 months
111,1,8,1,Comfort Intense Fuchsia Passion Fabric Conditioner 64 Wash 960ml,4,Pleasant scent,"This is my favourite scent from the intense range, smells lovely and lasts ages on my clothes. I do use more than the recommended amount otherwise the scent isnt very strong, so it definitely doesnt do 64 washes, probably half that.",0,1,1,0,19,"Pleasant scent This is my favourite scent from the intense range, smells lovely and lasts ages on my clothes. I do use more than the recommended amount otherwise the scent isnt very strong, so it definitely doesnt do 64 washes, probably half that."
112,6,21,1,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",5,my favourite detergent,I find these to be the best for my laundry and a part of that includes only using one - not over dosing like I do with liquid or powders. smells great and washes well.,0,1,1,0,30,my favourite detergent I find these to be the best for my laundry and a part of that includes only using one - not over dosing like I do with liquid or powders. smells great and washes well.
113,6,26,3,Solero Exotic Ice Cream 3 x 90ml,5,gorgeous,And under 150 calories for a really big portion,0,1,1,0,30,gorgeous And under 150 calories for a really big portion
114,7,14,0,Hellmann's  Real Mayonnaise 400g,1,Why plastic?,"yet to try the taste but why, in this day and age, start producing what was perfect in glass bottles suddenly in plastic?",1,1,1,0,30,"Why plastic? yet to try the taste but why, in this day and age, start producing what was perfect in glass bottles suddenly in plastic?"
115,7,14,0,Hellmann's  Real Mayonnaise 600g,1,Why plastic?,"yet to try the taste but why, in this day and age, start producing what was perfect in glass bottles suddenly in plastic?",1,1,1,0,30,"Why plastic? yet to try the taste but why, in this day and age, start producing what was perfect in glass bottles suddenly in plastic?"
116,7,14,0,Hellmann's  Real Mayonnaise 800g,1,Why plastic?,"yet to try the taste but why, in this day and age, start producing what was perfect in glass bottles suddenly in plastic?",1,1,1,0,30,"Why plastic? yet to try the taste but why, in this day and age, start producing what was perfect in glass bottles suddenly in plastic?"
117,7,14,0,Hellmann's  Real Squeezy mayonnaise 430ml,1,Why plastic?,"yet to try the taste but why, in this day and age, start producing what was perfect in glass bottles suddenly in plastic?",1,1,1,0,30,"Why plastic? yet to try the taste but why, in this day and age, start producing what was perfect in glass bottles suddenly in plastic?"
118,7,14,0,Hellmann's  Real Squeezy mayonnaise 750ml,1,Why plastic?,"yet to try the taste but why, in this day and age, start producing what was perfect in glass bottles suddenly in plastic?",1,1,1,0,30,"Why plastic? yet to try the taste but why, in this day and age, start producing what was perfect in glass bottles suddenly in plastic?"
119,7,25,2,Simple Water Boost Skin Quench Sleeping Cream 50ml,4,A good product,The cream is very easy to apply and feels extremly cooling. It doesnt dry with any kind of sticky feeling to it. There is very little or no scent to it so the fact the the frangrance is fairly neutral is good. The cream spread and soaks in very easily [This review was collected as part of a promotion.],1,1,1,0,28,A good product The cream is very easy to apply and feels extremly cooling. It doesnt dry with any kind of sticky feeling to it. There is very little or no scent to it so the fact the the frangrance is fairly neutral is good. The cream spread and soaks in very easily [This review was collected as part of a promotion.]
120,7,25,2,Simple Water Boost Skin Quench Sleeping Cream 50ml,5,Beautiful product,"Execellent product, made my skin feel silky smooth and extremely hydrated. Used it for a couple of weeks and my skin felt healthier, more hydrated and overall looked better. Would definitely recommend this product to a friend. [This review was collected as part of a promotion.]",1,1,1,0,30,"Beautiful product Execellent product, made my skin feel silky smooth and extremely hydrated. Used it for a couple of weeks and my skin felt healthier, more hydrated and overall looked better. Would definitely recommend this product to a friend. [This review was collected as part of a promotion.]"
121,7,25,2,Simple Water Boost Skin Quench Sleeping Cream 50ml,4,"Smooth, clear skin","This cream is light, odourless and leaves the skin feeling genuinely smooth, supple and refreshed. I use it as part of my nightly routine - applying it when going to bed after washing and drying my face. It is light enough not to clog the pores or feel sticky on the face, and in the morning my face always feels smooth and replenished. I have also tried using this cream during the daytime and, while it has all the benefits described above, it\u2019s not long-lasting enough in terms of the hydration it gives, meaning you often feel the need to reapply after a few hours. All in all a great overnight moisturiser if you have sensitive skin - it\u2019s unscented and it\u2019s really gentle on sore patches. [This review was collected as part of a promotion.]",1,1,1,0,29,"Smooth, clear skin This cream is light, odourless and leaves the skin feeling genuinely smooth, supple and refreshed. I use it as part of my nightly routine - applying it when going to bed after washing and drying my face. It is light enough not to clog the pores or feel sticky on the face, and in the morning my face always feels smooth and replenished. I have also tried using this cream during the daytime and, while it has all the benefits described above, it\u2019s not long-lasting enough in terms of the hydration it gives, meaning you often feel the need to reapply after a few hours. All in all a great overnight moisturiser if you have sensitive skin - it\u2019s unscented and it\u2019s really gentle on sore patches. [This review was collected as part of a promotion.]"
122,0,24,2,Radox  Feel Awake for Men Shower Gel 250ml,5,Fresh and Clean,Fresh and clean. Reliable delivery,0,1,0,0,30,Fresh and Clean Fresh and clean. Reliable delivery
123,0,10,1,Domestos  15 Minute Sink & Pipe Unblocker 500ml,5,Great,Does exactly what it says my kitchen sink is always getting blocked and since I have put this down it has not been blocked for the last 2 months,0,0,0,0,30,Great Does exactly what it says my kitchen sink is always getting blocked and since I have put this down it has not been blocked for the last 2 months
124,0,31,2,Tresemme  Heat Defence Spray 300ml,5,Great,Great,0,1,0,0,30,Great Great
125,0,12,2,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,3,Well priced,Nice and cost effective,0,1,0,0,30,Well priced Nice and cost effective
126,0,22,1,Persil & Comfort  New Baby Essential Laundry Kit (3 Items),5,Clean and nice smelling,"Great combination, started using when my now 3yo was born and am still using it",0,1,0,0,30,"Clean and nice smelling Great combination, started using when my now 3yo was born and am still using it"
127,0,30,1,Surf & Comfort  Fragrance Essential Laundry Kit (3 Items),5,Came really quickly,Nice and fresh smelling products,0,1,0,0,30,Came really quickly Nice and fresh smelling products
128,0,3,0,Bovril  Extract Beef and Yeast 250g,5,A perfect winter drink,"We all crave things that transport us back to more innocent times. For me Bovril is one of those things, from the gooey unctuousness of the tar black bovril overflowing from the spoon to the ""ding ding ding"" as I stir it in hot water to make it dissolve and the earthy, beefy smell with hints of celery and goodness knows what else. Sometimes you can get alcohol fatigue so Bovril is a great alternative to a nightcap or even mug of tea. I even go so far as to dissolve a pat of butter in it too for extra richness and within an hour I'm pretty much knocked out and sleep soundly until morning, warm and comforted. This pack will last me a long time I am sure, certainly 2 winters.",0,1,0,0,30,"A perfect winter drink We all crave things that transport us back to more innocent times. For me Bovril is one of those things, from the gooey unctuousness of the tar black bovril overflowing from the spoon to the ""ding ding ding"" as I stir it in hot water to make it dissolve and the earthy, beefy smell with hints of celery and goodness knows what else. Sometimes you can get alcohol fatigue so Bovril is a great alternative to a nightcap or even mug of tea. I even go so far as to dissolve a pat of butter in it too for extra richness and within an hour I'm pretty much knocked out and sleep soundly until morning, warm and comforted. This pack will last me a long time I am sure, certainly 2 winters."
