,title_review_comments,verified_purchase
314,happy with this item Happy with item,0
315,Does what its made for Brilliant product! Left the drains clear and clean,1
316,Great value Great value,0
317,Ok Fine,0
318,"You need a cap full, not a drop or half a cap!! I'v bought loads of these on offer. Used 3 washing with half a cap and I can't small much. I do have a good sense of smell by the way. Description says put a drop, like Wtf.! You need a cap full so now I don't think it will.be 64 wash after all",1
319,"Lovely scent I bulk bought these as don't drive and they are heavy to carry from the supermarket. Scent is good, supposed to last 64 washes. This is only if you use half lidfulls. If your like me you'll throw in a full cap and it won't last as long.",1
320,"Value for money Quite a solid product, I find it easier to use if the container is placed in warm water for a few minutes before use.",0
321,Good Alround Good Alround Thanks,0
322,"I can't do without it, it's an amazing product I love this product It's keeps my hair protected",0
323,happy with this item Happy with item,0
324,Does what its made for Brilliant product! Left the drains clear and clean,1
325,Eady to use 3 pouches arrived in a persil box in a brown box so safely packaged. Good washing capsules easy to use.,0
326,Great value Great value,0
327,super buy shared with family,0
328,Packaged well and delivery fast Fantastic price and my mother-in-law loves this. Great product.,0
329,Eady to use 3 pouches arrived in a persil box in a brown box so safely packaged. Good washing capsules easy to use.,0
330,Eady to use 3 pouches arrived in a persil box in a brown box so safely packaged. Good washing capsules easy to use.,0
331,Softner Well worth it,1
332,"Watered down and no smell! Not real product! This doesn't seem to be genuine...the branding came off, the product has no smell and is very liquid, not the usual consistency of Comfort...DO NOT BUY!",0
333,I don't know how this claims 100+ washes? No idea how they can claim 100+ washes?,0
334,Have used many times Like product,0
335,Softner Well worth it,1
336,"Watered down and no smell! Not real product! This doesn't seem to be genuine...the branding came off, the product has no smell and is very liquid, not the usual consistency of Comfort...DO NOT BUY!",0
337,I don't know how this claims 100+ washes? No idea how they can claim 100+ washes?,0
338,Have used many times Like product,0
339,Eady to use 3 pouches arrived in a persil box in a brown box so safely packaged. Good washing capsules easy to use.,0
340,Eady to use 3 pouches arrived in a persil box in a brown box so safely packaged. Good washing capsules easy to use.,0
341,No problem Cant get this where I live so this was dead handy,0
342,Smelly Love this smell,0
343,good value smells good and not expensive,0
344,Okay Good,0
345,"Great for protecting my hair! I love this! Ive been using it for the past couple of years, I recently bought this off amazon and found it to be a whole lot cheaper than boots. I also use it to tame my hair after I dry it along with protecting it from the heat.",0
346,Good value for money Good value for money,0
347,Disgusting I dont know how anyone can like this..it smells/tastes like weed with vinegar,1
348,"Bad Design Struggle to open the lid, then it spills every time I try to use the cap as a measure. Terrible design. Product itsel is fine, but would avoid buying because of the irritation with the lid.",1
349,"The product has badly changed Have used this for many years with no problem, but it is now a different product which itches. Have bought it from different shops, but it is still the same itchy product. Will not buy it anymore",1
350,Natural looking tan I bought this a week ago and having tried many different tanning products. This is the best I've come across it leaves your skin feeling so moisturised and soft with a nice natural tan with no streaks. Definitely recommend this product!,1
351,"Great for protecting my hair! I love this! Ive been using it for the past couple of years, I recently bought this off amazon and found it to be a whole lot cheaper than boots. I also use it to tame my hair after I dry it along with protecting it from the heat.",0
352,good value smells good and not expensive,0
353,Good value Good value for money- but the container does make it difficult to pour without spilling,0
354,Good value Good value for money- but the container does make it difficult to pour without spilling,0
355,Capsules stuck together and leaking Never buying again. About 15 of the capsules were all stuck together and leaking making them unusable. Canceling my subscription,0
356,", Good cleaning product of you have kids with sensitive skin",0
357,Capsules stuck together and leaking Never buying again. About 15 of the capsules were all stuck together and leaking making them unusable. Canceling my subscription,0
358,", Good cleaning product of you have kids with sensitive skin",0
359,Capsules stuck together and leaking Never buying again. About 15 of the capsules were all stuck together and leaking making them unusable. Canceling my subscription,0
360,", Good cleaning product of you have kids with sensitive skin",0
361,Capsules stuck together and leaking Never buying again. About 15 of the capsules were all stuck together and leaking making them unusable. Canceling my subscription,0
362,", Good cleaning product of you have kids with sensitive skin",0
